user id,test group,converted,total ads,most ads day,most ads hour
1053010,ad,False,39,Saturday,17
1499538,ad,False,159,Sunday,13
1245336,ad,False,26,Tuesday,20
1613570,ad,False,30,Tuesday,19
1036102,ad,False,59,Monday,19
1426913,ad,False,421,Wednesday,7
1350773,ad,False,446,Thursday,14
1218677,ad,False,555,Monday,8
1137456,ad,False,46,Friday,9
1317436,ad,False,133,Tuesday,10
902234,psa,False,105,Tuesday,19
1586577,ad,False,128,Saturday,21
1443808,ad,False,310,Monday,10
1563006,ad,True,163,Saturday,6
1536028,ad,False,108,Wednesday,12
1227125,ad,False,10,Wednesday,19
1583256,ad,False,111,Wednesday,19
1015813,ad,False,166,Tuesday,15
1014470,ad,False,20,Tuesday,19
1069030,ad,False,63,Monday,20
906079,psa,False,37,Monday,10
1637415,ad,False,290,Wednesday,19
1134328,ad,True,164,Friday,21
1075708,ad,False,79,Thursday,20
1088553,ad,False,10,Monday,18
1437651,ad,True,312,Wednesday,20
1564291,ad,False,16,Monday,19
1315227,ad,False,161,Saturday,15
1108047,ad,False,505,Thursday,8
1356436,ad,False,640,Tuesday,12
1015496,ad,False,18,Wednesday,16
1204864,ad,False,118,Tuesday,12
1247582,ad,False,161,Friday,13
1416094,ad,False,266,Saturday,8
1462357,ad,False,34,Tuesday,19
1401719,ad,False,456,Saturday,7
1623828,ad,False,80,Tuesday,22
1295460,ad,False,100,Sunday,19
1204725,ad,False,983,Sunday,19
1354016,ad,False,36,Wednesday,19
1535178,ad,False,16,Wednesday,16
1399235,ad,False,30,Tuesday,19
1358322,ad,False,74,Friday,22
1056345,ad,False,1,Tuesday,19
1056569,ad,False,59,Monday,11
1490051,ad,False,21,Thursday,19
1582055,ad,False,122,Thursday,20
1089523,ad,False,34,Tuesday,6
1165625,ad,False,5,Tuesday,19
1210120,ad,False,24,Saturday,23
1051625,ad,False,66,Tuesday,22
1441716,ad,False,463,Tuesday,20
1543774,ad,False,407,Wednesday,11
1058604,ad,False,720,Wednesday,22
1120706,ad,False,76,Tuesday,22
1622092,ad,False,40,Friday,20
912103,psa,False,90,Friday,14
1518884,ad,False,52,Friday,17
909288,psa,False,22,Friday,0
1342087,ad,False,27,Saturday,11
1245500,ad,False,71,Wednesday,8
1383923,ad,False,442,Wednesday,13
1158875,ad,False,27,Tuesday,22
914634,psa,False,334,Thursday,18
1411061,ad,False,175,Saturday,4
1555915,ad,False,1056,Friday,12
1144427,ad,False,112,Thursday,21
1426711,ad,False,270,Wednesday,11
903660,psa,False,1,Tuesday,19
1146837,ad,False,118,Saturday,2
1316051,ad,False,13,Tuesday,19
1549371,ad,False,240,Thursday,22
1512110,ad,False,194,Sunday,21
1426764,ad,True,131,Sunday,17
1290123,ad,False,99,Friday,21
1233662,ad,False,37,Saturday,14
1616476,ad,False,271,Sunday,8
1205042,ad,False,489,Sunday,13
1135013,ad,False,115,Tuesday,21
1443041,ad,False,180,Friday,22
1015462,ad,True,241,Sunday,9
1308245,ad,False,16,Tuesday,19
1507250,ad,False,15,Tuesday,20
1227562,ad,False,66,Tuesday,20
1089206,ad,False,154,Friday,14
1367058,ad,False,120,Friday,12
1579280,ad,False,29,Monday,18
1450412,ad,False,107,Tuesday,20
1573408,ad,False,176,Tuesday,13
1347695,ad,False,8,Sunday,20
1149991,ad,False,41,Monday,6
1129130,ad,False,146,Saturday,14
1249023,ad,False,121,Tuesday,20
1471763,ad,False,50,Tuesday,19
1075715,ad,False,69,Wednesday,3
920232,psa,False,108,Sunday,10
1411066,ad,False,30,Tuesday,19
1598686,ad,False,93,Tuesday,13
907603,psa,False,163,Thursday,4
1075721,ad,False,32,Wednesday,12
1084761,ad,False,31,Tuesday,22
1583173,ad,False,24,Tuesday,19
1527517,ad,False,41,Tuesday,19
1375507,ad,False,297,Friday,17
1527107,ad,False,35,Wednesday,12
1295018,ad,False,78,Sunday,11
1279836,ad,False,47,Thursday,9
1300455,ad,False,170,Wednesday,17
1288252,ad,False,214,Friday,12
1095111,ad,False,81,Wednesday,14
1606205,ad,False,7,Tuesday,19
904323,psa,False,2,Tuesday,19
1492467,ad,False,50,Tuesday,20
1349006,ad,False,53,Thursday,16
1275047,ad,False,175,Wednesday,20
1286714,ad,False,93,Thursday,3
1440479,ad,False,78,Tuesday,21
1527350,ad,False,38,Friday,14
1468158,ad,False,30,Tuesday,19
1144069,ad,False,681,Wednesday,15
910192,psa,False,1,Tuesday,19
1247204,ad,False,81,Monday,13
1073813,ad,False,733,Wednesday,19
1108009,ad,False,71,Friday,21
1035169,ad,False,1,Tuesday,19
1187236,ad,False,76,Sunday,12
1225102,ad,False,41,Tuesday,19
1188973,ad,False,246,Friday,19
1240660,ad,False,23,Tuesday,23
1241946,ad,False,157,Sunday,10
1563939,ad,False,153,Thursday,18
1408686,ad,False,49,Sunday,13
1330024,ad,False,13,Tuesday,20
1350238,ad,False,135,Thursday,7
1376118,ad,False,88,Thursday,10
1504969,ad,False,34,Tuesday,19
1192762,ad,True,167,Sunday,14
1311563,ad,False,4,Tuesday,19
1654283,ad,False,233,Thursday,16
909708,psa,False,58,Wednesday,18
1142402,ad,False,28,Tuesday,19
1268509,ad,False,19,Friday,19
1634099,ad,False,53,Thursday,19
1035068,ad,False,60,Monday,13
1365964,ad,False,5,Wednesday,20
1349926,ad,True,57,Sunday,19
1226812,ad,False,26,Tuesday,22
1015566,ad,False,195,Friday,3
1414590,ad,False,115,Saturday,10
1331546,ad,False,318,Wednesday,22
1575474,ad,False,64,Wednesday,22
1399761,ad,False,16,Tuesday,19
1021458,ad,False,48,Wednesday,12
1274753,ad,False,66,Wednesday,9
1064695,ad,False,39,Thursday,21
1500148,ad,False,7,Tuesday,19
1026877,ad,False,24,Tuesday,19
1548788,ad,False,83,Thursday,20
1254394,ad,False,96,Friday,14
1289974,ad,False,392,Sunday,20
1087012,ad,False,233,Sunday,12
1185573,ad,False,24,Sunday,20
1223794,ad,False,371,Friday,12
1373952,ad,False,91,Thursday,22
1633649,ad,False,83,Tuesday,19
1114410,ad,False,118,Saturday,12
1491238,ad,False,68,Sunday,21
1061571,ad,False,128,Wednesday,11
1547144,ad,False,427,Friday,8
1282386,ad,False,516,Monday,19
1252310,ad,False,108,Thursday,17
1024092,ad,False,249,Monday,18
1089627,ad,False,54,Tuesday,12
901946,psa,False,87,Friday,12
1041287,ad,False,16,Thursday,12
922021,psa,False,11,Monday,10
1309121,ad,False,25,Friday,8
1624567,ad,False,171,Saturday,8
1384726,ad,False,45,Friday,19
1367354,ad,False,55,Wednesday,12
1231441,ad,False,19,Thursday,14
1100888,ad,False,27,Tuesday,19
1302389,ad,False,2,Tuesday,19
1247452,ad,False,118,Friday,9
1608654,ad,False,8,Tuesday,19
1071865,ad,False,78,Tuesday,19
1314555,ad,False,403,Friday,19
1477492,ad,False,87,Tuesday,14
1470864,ad,False,120,Thursday,22
1007217,ad,False,140,Friday,20
1035809,ad,True,163,Saturday,8
1472392,ad,False,455,Thursday,22
1118204,ad,False,2,Tuesday,19
1475451,ad,False,33,Saturday,12
1099632,ad,False,1,Tuesday,19
1261089,ad,False,27,Wednesday,18
1070488,ad,False,111,Tuesday,18
1275888,ad,False,222,Wednesday,16
1433839,ad,False,82,Tuesday,2
1191954,ad,False,168,Saturday,12
1068905,ad,False,19,Tuesday,19
1149997,ad,False,29,Tuesday,20
1106405,ad,True,248,Thursday,11
1230489,ad,False,46,Wednesday,13
1133910,ad,True,53,Monday,19
1075417,ad,False,99,Monday,19
1600591,ad,False,89,Wednesday,19
1044383,ad,False,8,Friday,7
1583485,ad,False,225,Tuesday,13
1458334,ad,False,21,Tuesday,19
1448273,ad,False,79,Friday,13
1491232,ad,False,93,Wednesday,19
1153301,ad,False,13,Monday,20
1080071,ad,False,209,Tuesday,0
913727,psa,False,176,Wednesday,19
1334292,ad,False,633,Wednesday,10
1508231,ad,False,66,Friday,13
1025679,ad,False,3,Tuesday,19
1008253,ad,False,116,Monday,19
1558801,ad,False,188,Saturday,19
1288422,ad,False,240,Wednesday,6
1199901,ad,False,69,Saturday,13
1015846,ad,True,423,Tuesday,12
1469040,ad,False,85,Tuesday,19
1100881,ad,False,70,Friday,17
1473893,ad,False,110,Friday,22
1262795,ad,False,311,Sunday,10
1058624,ad,False,98,Saturday,11
1294269,ad,False,39,Tuesday,9
916403,psa,False,43,Saturday,7
1031923,ad,False,174,Tuesday,13
1432319,ad,False,208,Sunday,19
1459535,ad,False,19,Sunday,14
1381817,ad,False,44,Wednesday,17
1097380,ad,False,26,Tuesday,19
1275658,ad,False,115,Sunday,17
1341766,ad,False,45,Wednesday,18
1176405,ad,False,33,Sunday,17
1017353,ad,False,41,Tuesday,19
1341940,ad,False,64,Friday,21
1512234,ad,False,53,Monday,13
1116052,ad,False,68,Friday,12
1425073,ad,False,78,Saturday,7
1157007,ad,False,40,Tuesday,13
1384248,ad,False,211,Saturday,8
1219601,ad,False,92,Monday,19
1603540,ad,False,116,Tuesday,13
1162673,ad,False,64,Wednesday,23
1401765,ad,False,172,Friday,17
1624340,ad,False,168,Wednesday,15
1008563,ad,False,1,Tuesday,19
1592277,ad,False,127,Tuesday,22
1358208,ad,False,39,Tuesday,17
1046319,ad,False,35,Wednesday,11
1081512,ad,False,29,Tuesday,19
1455029,ad,True,657,Sunday,11
1338657,ad,False,260,Saturday,20
1161719,ad,False,191,Wednesday,20
1459455,ad,False,32,Tuesday,13
910533,psa,False,21,Thursday,15
1443603,ad,False,43,Saturday,0
1168429,ad,False,8,Monday,19
1219224,ad,False,77,Saturday,20
1155518,ad,True,117,Friday,13
1063512,ad,False,1,Tuesday,19
1365908,ad,False,173,Tuesday,0
1009723,ad,False,225,Sunday,20
1257216,ad,False,245,Monday,19
1625861,ad,False,76,Wednesday,16
915142,psa,False,2,Tuesday,19
1112751,ad,False,150,Tuesday,17
1304915,ad,False,36,Thursday,23
1483477,ad,False,29,Tuesday,19
1389980,ad,False,40,Thursday,13
1269532,ad,False,20,Tuesday,13
1444340,ad,False,31,Sunday,22
1580020,ad,False,46,Thursday,12
1517715,ad,False,34,Friday,12
1097374,ad,True,84,Sunday,18
1098300,ad,False,134,Sunday,14
1385107,ad,False,290,Sunday,12
1381222,ad,False,526,Tuesday,4
1263606,ad,False,607,Friday,8
1104281,ad,False,28,Friday,14
1178668,ad,False,84,Saturday,15
1003028,ad,False,22,Wednesday,0
1164165,ad,False,24,Wednesday,10
1433340,ad,False,15,Friday,15
1581039,ad,False,11,Saturday,13
1187889,ad,False,14,Friday,16
1044754,ad,False,75,Wednesday,10
1446864,ad,False,50,Tuesday,19
1079693,ad,False,247,Friday,16
1022553,ad,False,108,Friday,12
1194964,ad,False,60,Friday,21
1084058,ad,False,109,Tuesday,20
1625479,ad,False,40,Friday,6
1023973,ad,False,78,Monday,18
1035120,ad,False,302,Saturday,10
1566151,ad,False,94,Sunday,10
1136220,ad,False,3,Tuesday,19
920834,psa,False,10,Monday,20
1614805,ad,False,294,Saturday,17
1550241,ad,False,56,Wednesday,23
900493,psa,False,288,Thursday,1
1617490,ad,False,42,Friday,21
1260692,ad,False,123,Friday,18
1423066,ad,False,179,Saturday,8
1425692,ad,False,61,Sunday,15
1225350,ad,False,138,Tuesday,20
1143107,ad,False,79,Wednesday,1
1003640,ad,False,312,Tuesday,20
1555454,ad,False,69,Tuesday,19
1309202,ad,False,209,Thursday,20
1561978,ad,False,37,Tuesday,19
1061847,ad,False,11,Friday,14
1194133,ad,False,241,Friday,19
1342560,ad,False,46,Wednesday,15
1220006,ad,False,50,Tuesday,20
1065831,ad,False,159,Saturday,12
1121183,ad,False,153,Sunday,19
1097086,ad,False,66,Sunday,7
1105468,ad,False,62,Sunday,13
1533765,ad,False,121,Thursday,19
1018653,ad,False,98,Saturday,13
1556851,ad,False,75,Monday,19
908642,psa,False,3,Tuesday,19
1072226,ad,False,15,Thursday,20
1123905,ad,False,54,Tuesday,21
1023641,ad,False,154,Thursday,9
1605560,ad,False,35,Tuesday,20
1095240,ad,False,123,Sunday,12
1005150,ad,True,160,Thursday,20
1400474,ad,False,21,Thursday,19
1393143,ad,False,51,Sunday,20
1217013,ad,False,39,Tuesday,19
1476463,ad,False,20,Saturday,19
1355522,ad,False,323,Wednesday,13
1201169,ad,False,190,Saturday,21
1402229,ad,False,13,Tuesday,19
915758,psa,False,35,Tuesday,20
1595580,ad,False,34,Tuesday,21
1464258,ad,False,225,Saturday,12
1178556,ad,False,221,Saturday,19
1572501,ad,False,138,Tuesday,17
1273688,ad,False,27,Friday,19
1203642,ad,False,216,Sunday,19
1385156,ad,False,36,Monday,9
1149787,ad,False,5,Thursday,19
1413715,ad,False,70,Saturday,20
1137342,ad,False,82,Wednesday,2
1058565,ad,False,347,Monday,12
1518100,ad,False,20,Friday,2
1124542,ad,False,102,Tuesday,22
1275160,ad,False,4,Tuesday,19
1066112,ad,False,50,Friday,17
1405259,ad,False,10,Monday,19
1633287,ad,False,31,Monday,12
1194494,ad,False,65,Friday,9
1086307,ad,False,1632,Friday,20
1275661,ad,False,134,Saturday,7
1169878,ad,False,51,Saturday,16
1651569,ad,False,8,Tuesday,19
1315752,ad,False,106,Sunday,21
1507801,ad,False,125,Friday,5
1069326,ad,False,1,Tuesday,19
1380459,ad,False,107,Tuesday,21
1519909,ad,False,38,Monday,21
1225435,ad,False,73,Tuesday,21
1167383,ad,False,73,Tuesday,19
1209137,ad,False,317,Friday,22
1183969,ad,False,206,Saturday,6
1058582,ad,False,38,Tuesday,20
1567155,ad,False,1,Tuesday,19
1548830,ad,True,159,Monday,11
1573270,ad,True,249,Wednesday,17
1305699,ad,False,350,Friday,15
1118315,ad,False,62,Tuesday,19
1154515,ad,False,36,Sunday,19
1005404,ad,False,202,Wednesday,12
1604043,ad,False,148,Friday,18
1463981,ad,False,145,Monday,8
1439612,ad,False,525,Saturday,10
1476984,ad,False,102,Monday,7
1011091,ad,False,445,Thursday,19
1032838,ad,False,309,Wednesday,15
1413810,ad,False,51,Tuesday,11
1469471,ad,False,78,Tuesday,16
1530846,ad,False,17,Tuesday,20
1152757,ad,False,20,Tuesday,19
1092653,ad,False,51,Monday,15
1325854,ad,False,93,Tuesday,22
1282638,ad,False,186,Friday,9
1459735,ad,False,58,Tuesday,19
1198198,ad,False,28,Saturday,18
1047552,ad,False,10,Tuesday,19
1025723,ad,False,29,Saturday,16
1546516,ad,False,122,Tuesday,19
1441954,ad,False,52,Saturday,10
1081704,ad,False,62,Friday,13
1266552,ad,False,128,Saturday,15
1443607,ad,True,290,Thursday,23
906508,psa,False,5,Tuesday,19
1013799,ad,False,74,Monday,19
1006459,ad,False,105,Tuesday,13
1456006,ad,False,78,Monday,20
1060364,ad,False,486,Wednesday,18
1274014,ad,False,97,Tuesday,23
1357807,ad,False,40,Wednesday,19
1109131,ad,False,98,Thursday,22
1278368,ad,False,47,Monday,19
1491353,ad,False,380,Tuesday,20
1019520,ad,False,131,Friday,13
1340450,ad,False,33,Saturday,18
1204703,ad,False,178,Tuesday,11
1317443,ad,False,33,Tuesday,20
1187493,ad,False,321,Sunday,19
1434729,ad,False,5,Tuesday,15
1574422,ad,False,54,Tuesday,19
1030787,ad,False,28,Tuesday,20
1632916,ad,False,76,Wednesday,20
900840,psa,False,7,Tuesday,19
1246394,ad,True,194,Tuesday,18
1136931,ad,False,71,Wednesday,12
1019748,ad,False,75,Wednesday,19
1302478,ad,False,2,Tuesday,19
1267178,ad,False,205,Wednesday,20
1180529,ad,False,29,Wednesday,15
1348391,ad,False,18,Friday,20
1409800,ad,False,105,Friday,17
1248364,ad,False,34,Tuesday,19
1649502,ad,False,86,Monday,19
1094284,ad,False,149,Friday,11
1010839,ad,False,31,Tuesday,17
903040,psa,False,25,Thursday,1
1520223,ad,False,413,Friday,12
1588547,ad,False,73,Friday,14
1034891,ad,False,20,Wednesday,20
1491528,ad,False,134,Monday,15
1455437,ad,False,97,Wednesday,20
1472400,ad,False,67,Saturday,0
1341160,ad,False,51,Tuesday,19
1013777,ad,False,587,Friday,12
1017319,ad,False,122,Friday,16
1423312,ad,True,105,Saturday,18
1015047,ad,False,351,Saturday,18
1550332,ad,False,82,Thursday,20
1042589,ad,False,96,Sunday,17
1030768,ad,True,247,Wednesday,13
1076965,ad,False,71,Sunday,23
1533198,ad,False,47,Wednesday,18
1085678,ad,False,133,Tuesday,21
1376197,ad,False,147,Wednesday,4
1382343,ad,False,56,Wednesday,22
1157450,ad,False,69,Sunday,15
1565639,ad,False,127,Thursday,15
1080116,ad,False,49,Saturday,18
1549151,ad,False,88,Sunday,19
1081786,ad,False,59,Wednesday,11
1033018,ad,False,97,Thursday,0
1520916,ad,False,70,Friday,19
1137814,ad,True,167,Wednesday,19
1514443,ad,False,58,Tuesday,19
903695,psa,False,15,Saturday,14
1194809,ad,False,56,Tuesday,23
1320852,ad,False,47,Saturday,8
1546512,ad,False,54,Tuesday,20
1348232,ad,False,144,Thursday,17
1201643,ad,False,79,Thursday,10
1571331,ad,False,470,Saturday,0
1107361,ad,False,71,Tuesday,12
906091,psa,False,42,Tuesday,13
1033559,ad,False,387,Saturday,14
1641322,ad,False,82,Wednesday,21
1642139,ad,False,335,Friday,21
1333380,ad,False,313,Saturday,21
1440981,ad,False,133,Sunday,21
1401029,ad,False,3,Tuesday,19
1029265,ad,False,109,Monday,18
1088676,ad,False,235,Saturday,20
1366984,ad,False,186,Friday,19
1244397,ad,False,86,Saturday,16
1430763,ad,False,36,Saturday,11
1597187,ad,False,175,Tuesday,22
1483228,ad,False,306,Wednesday,16
1469872,ad,False,230,Tuesday,20
1615405,ad,False,535,Saturday,8
1085481,ad,False,46,Tuesday,18
1120795,ad,False,44,Sunday,19
1118411,ad,False,25,Friday,12
1525159,ad,False,103,Thursday,20
1295793,ad,False,51,Thursday,6
1224569,ad,False,45,Friday,17
1317489,ad,False,181,Wednesday,8
1164311,ad,False,10,Tuesday,19
1536050,ad,False,150,Tuesday,23
1119183,ad,False,65,Friday,16
1409888,ad,False,15,Monday,22
1646128,ad,False,401,Friday,19
1132296,ad,False,1,Tuesday,19
1046375,ad,False,153,Sunday,12
1014208,ad,False,394,Friday,11
1317792,ad,False,28,Wednesday,12
1244541,ad,False,294,Sunday,14
1019812,ad,False,38,Tuesday,16
1439141,ad,True,44,Tuesday,21
1245895,ad,False,94,Tuesday,9
1278872,ad,False,195,Saturday,16
1607601,ad,False,32,Wednesday,18
1643066,ad,False,47,Thursday,19
1647820,ad,False,32,Thursday,18
1098743,ad,False,37,Monday,12
1592346,ad,False,144,Thursday,19
1440193,ad,False,22,Saturday,14
1067298,ad,False,92,Monday,17
1513479,ad,False,568,Wednesday,20
1295941,ad,False,51,Wednesday,18
914792,psa,False,155,Saturday,8
1641976,ad,False,84,Tuesday,14
1124633,ad,False,335,Friday,17
1283132,ad,False,53,Thursday,22
1058032,ad,False,8,Tuesday,19
1008614,ad,False,128,Friday,3
1323235,ad,False,326,Tuesday,23
1489916,ad,False,31,Wednesday,19
1341982,ad,False,53,Saturday,19
1174355,ad,True,720,Monday,13
1477535,ad,False,110,Saturday,21
1010067,ad,False,92,Monday,19
1143517,ad,False,102,Tuesday,23
917358,psa,False,69,Saturday,6
1651334,ad,False,41,Wednesday,20
1317238,ad,False,16,Tuesday,19
1324162,ad,False,27,Monday,13
1447743,ad,False,38,Tuesday,8
1287370,ad,False,140,Tuesday,19
1639664,ad,True,179,Thursday,10
1144788,ad,False,29,Tuesday,15
1346483,ad,False,107,Wednesday,13
1299229,ad,False,59,Saturday,9
1225431,ad,False,22,Thursday,17
1207652,ad,False,17,Tuesday,19
1590303,ad,False,102,Tuesday,23
1017012,ad,False,260,Thursday,21
1595382,ad,False,308,Sunday,11
1549085,ad,False,161,Saturday,11
1112543,ad,False,28,Friday,19
1003096,ad,False,25,Thursday,0
1631175,ad,False,78,Monday,20
1540979,ad,False,76,Saturday,20
1591691,ad,False,14,Monday,9
1447000,ad,True,161,Tuesday,12
1222430,ad,False,617,Monday,18
1012883,ad,False,178,Friday,11
1037226,ad,False,153,Saturday,20
1129765,ad,False,58,Saturday,18
1437437,ad,False,29,Sunday,22
1409689,ad,False,38,Monday,16
1415810,ad,False,47,Saturday,14
1514863,ad,False,28,Wednesday,19
1149639,ad,False,103,Thursday,15
1171631,ad,False,12,Tuesday,19
1534755,ad,False,96,Sunday,16
1345998,ad,False,73,Sunday,7
913364,psa,False,102,Thursday,12
1018533,ad,False,148,Friday,19
1071964,ad,False,62,Wednesday,19
1278985,ad,False,655,Friday,1
1120563,ad,False,271,Sunday,13
1468257,ad,False,50,Friday,19
1041827,ad,False,95,Friday,20
1306109,ad,False,88,Saturday,20
1499964,ad,False,98,Thursday,22
1625666,ad,False,49,Wednesday,15
1004474,ad,False,36,Tuesday,12
1615620,ad,False,27,Sunday,15
1525522,ad,False,95,Sunday,17
1401271,ad,False,131,Tuesday,22
1222708,ad,False,10,Tuesday,19
1248718,ad,False,96,Wednesday,11
1093658,ad,False,95,Tuesday,14
1341101,ad,False,135,Wednesday,12
1288258,ad,False,73,Saturday,19
1247475,ad,False,31,Friday,11
1442128,ad,False,73,Friday,14
1633687,ad,False,158,Wednesday,14
1427862,ad,True,90,Wednesday,14
1174331,ad,False,15,Tuesday,19
1275901,ad,False,54,Sunday,16
1112145,ad,False,12,Monday,22
1426996,ad,False,4,Monday,20
1401679,ad,False,69,Saturday,10
1095342,ad,False,167,Saturday,18
1364403,ad,True,56,Thursday,16
1267174,ad,False,158,Wednesday,23
1061977,ad,True,173,Friday,13
1070229,ad,False,160,Wednesday,2
1040923,ad,True,10,Monday,19
1032005,ad,False,48,Tuesday,18
1176995,ad,False,39,Thursday,0
1053532,ad,False,17,Wednesday,3
1370791,ad,False,66,Friday,15
1115950,ad,False,211,Sunday,19
1410952,ad,False,271,Sunday,21
1126892,ad,False,3,Tuesday,19
1591724,ad,False,126,Saturday,19
1547226,ad,False,16,Thursday,18
1367107,ad,False,52,Wednesday,20
1338456,ad,False,74,Tuesday,20
1324637,ad,True,375,Friday,11
1414366,ad,False,237,Wednesday,10
1067680,ad,False,112,Tuesday,18
1062753,ad,True,108,Saturday,11
1093137,ad,False,35,Wednesday,12
1309708,ad,False,9,Tuesday,19
1435792,ad,False,160,Wednesday,20
1620841,ad,False,81,Saturday,18
1596045,ad,False,15,Tuesday,19
1513390,ad,False,104,Tuesday,22
1461338,ad,False,18,Tuesday,19
